人类基因	小鼠基因	提取状态
ENSG00000226741	ENSMUSG00000104559	成功
ENSG00000273077	ENSMUSG00000105674	成功
ENSG00000267767	ENSMUSG00000109049	成功
ENSG00000248138	ENSMUSG00000104784	成功
ENSG00000251455	ENSMUSG00000105012	成功
ENSG00000232436	ENSMUSG00000102794	成功
ENSG00000266985	ENSMUSG00000108624	成功
ENSG00000248607	ENSMUSG00000107605	成功
ENSG00000264044	ENSMUSG00000087295	成功
ENSG00000270117	ENSMUSG00000089766	成功
ENSG00000276972	ENSMUSG00000107144	成功
ENSG00000258646	ENSMUSG00000102935	成功
ENSG00000229283	ENSMUSG00000104350	成功
ENSG00000230035	ENSMUSG00000086437	成功
ENSG00000273080	ENSMUSG00000108356	成功
ENSG00000276772	ENSMUSG00000104107	成功
ENSG00000238156	ENSMUSG00000086918	成功
ENSG00000263520	ENSMUSG00000086298	成功
ENSG00000270919	ENSMUSG00000097016	成功
ENSG00000280022	ENSMUSG00000086794	成功
ENSG00000224375	ENSMUSG00000085187	成功
ENSG00000223633	ENSMUSG00000102926	成功
ENSG00000260608	ENSMUSG00000086690	成功
ENSG00000278981	ENSMUSG00000101334	成功
ENSG00000261543	ENSMUSG00000097651	成功
ENSG00000264735	ENSMUSG00000086929	成功
ENSG00000253837	ENSMUSG00000099027	成功
ENSG00000259181	ENSMUSG00000087694	成功
ENSG00000253522	ENSMUSG00000085533	成功
ENSG00000258831	ENSMUSG00000100670	成功
ENSG00000249041	ENSMUSG00000104898	成功
ENSG00000279655	ENSMUSG00000055408	成功
ENSG00000274315	ENSMUSG00000086777	成功
ENSG00000224127	ENSMUSG00000093738	成功
ENSG00000268575	ENSMUSG00000098729	成功
ENSG00000250431	ENSMUSG00000109942	成功
ENSG00000241505	ENSMUSG00000102403	成功
ENSG00000241767	ENSMUSG00000102753	成功
ENSG00000224511	ENSMUSG00000097191	成功
ENSG00000249641	ENSMUSG00000102297	成功
ENSG00000250446	ENSMUSG00000078952	成功
ENSG00000203635	ENSMUSG00000085472	成功
ENSG00000213600	ENSMUSG00000089935	成功
ENSG00000276740	ENSMUSG00000109162	成功
ENSG00000283209	ENSMUSG00000085798	成功
ENSG00000253162	ENSMUSG00000087363	成功
ENSG00000227197	ENSMUSG00000085847	成功
ENSG00000233644	ENSMUSG00000109986	成功
ENSG00000223675	ENSMUSG00000097124	成功
ENSG00000271199	ENSMUSG00000086370	成功
ENSG00000236744	ENSMUSG00000085176	成功
ENSG00000240973	ENSMUSG00000108295	成功
ENSG00000261124	ENSMUSG00000108479	成功
ENSG00000271646	ENSMUSG00000110374	成功
ENSG00000256185	ENSMUSG00000085414	成功
ENSG00000279949	ENSMUSG00000109688	成功
ENSG00000249241	ENSMUSG00000106768	成功
ENSG00000250243	ENSMUSG00000106404	成功
ENSG00000235427	ENSMUSG00000084772	成功
ENSG00000259947	ENSMUSG00000090101	成功
ENSG00000264853	ENSMUSG00000085651	成功
ENSG00000223704	ENSMUSG00000104885	成功
ENSG00000257359	ENSMUSG00000106795	成功
ENSG00000247324	ENSMUSG00000097409	成功
ENSG00000249998	ENSMUSG00000106332	成功
ENSG00000255310	ENSMUSG00000090374	成功
ENSG00000279375	ENSMUSG00000103956	成功
ENSG00000235717	ENSMUSG00000104205	成功
ENSG00000227619	ENSMUSG00000086405	成功
ENSG00000260852	ENSMUSG00000108677	成功
ENSG00000279619	ENSMUSG00000100985	成功
ENSG00000234698	ENSMUSG00000085914	成功
ENSG00000241696	ENSMUSG00000087625	成功
ENSG00000264643	ENSMUSG00000086971	成功
ENSG00000228487	ENSMUSG00000085087	成功
ENSG00000250740	ENSMUSG00000105719	成功
ENSG00000248441	ENSMUSG00000109161	成功
ENSG00000271862	ENSMUSG00000103228	成功
ENSG00000232940	ENSMUSG00000092338	成功
ENSG00000253522	ENSMUSG00000086791	成功
ENSG00000236915	ENSMUSG00000085773	成功
ENSG00000274885	ENSMUSG00000072679	成功
ENSG00000229191	ENSMUSG00000097403	成功
ENSG00000227705	ENSMUSG00000097065	成功
ENSG00000224532	ENSMUSG00000099847	成功
ENSG00000254671	ENSMUSG00000096993	成功
ENSG00000259331	ENSMUSG00000108493	成功
ENSG00000256250	ENSMUSG00000105271	成功
ENSG00000280426	ENSMUSG00000107340	成功
ENSG00000270696	ENSMUSG00000108194	成功
ENSG00000253258	ENSMUSG00000047807	成功
ENSG00000229832	ENSMUSG00000102246	成功
ENSG00000253527	ENSMUSG00000087245	成功
ENSG00000248027	ENSMUSG00000085253	成功
ENSG00000268854	ENSMUSG00000108509	成功
ENSG00000259644	ENSMUSG00000108620	成功
ENSG00000272356	ENSMUSG00000096924	成功
ENSG00000267038	ENSMUSG00000097482	成功
ENSG00000280242	ENSMUSG00000101295	成功
ENSG00000257048	ENSMUSG00000085813	成功
ENSG00000265401	ENSMUSG00000087120	成功
ENSG00000268947	ENSMUSG00000063623	成功
ENSG00000275759	ENSMUSG00000106909	成功
ENSG00000244541	ENSMUSG00000106553	成功
ENSG00000269892	ENSMUSG00000099587	成功
ENSG00000234181	ENSMUSG00000085910	成功
ENSG00000248636	ENSMUSG00000086655	成功
ENSG00000277597	ENSMUSG00000097051	成功
ENSG00000225315	ENSMUSG00000097995	成功
ENSG00000263041	ENSMUSG00000087095	成功
ENSG00000267302	ENSMUSG00000085514	成功
ENSG00000235271	ENSMUSG00000106060	成功
ENSG00000248949	ENSMUSG00000085881	成功
ENSG00000279732	ENSMUSG00000089723	成功
ENSG00000269487	ENSMUSG00000101008	成功
ENSG00000254604	ENSMUSG00000073778	成功
ENSG00000254542	ENSMUSG00000108950	成功
ENSG00000248866	ENSMUSG00000053656	成功
ENSG00000236858	ENSMUSG00000101683	成功
ENSG00000267015	ENSMUSG00000102260	成功
ENSG00000260589	ENSMUSG00000102553	成功
ENSG00000267342	ENSMUSG00000087072	成功
ENSG00000231626	ENSMUSG00000100180	成功
ENSG00000251575	ENSMUSG00000102000	成功
ENSG00000226889	ENSMUSG00000104340	成功
ENSG00000268051	ENSMUSG00000100400	成功
ENSG00000272609	ENSMUSG00000089655	成功
ENSG00000250243	ENSMUSG00000105653	成功
ENSG00000225884	ENSMUSG00000101702	成功
ENSG00000258476	ENSMUSG00000100670	成功
ENSG00000237737	ENSMUSG00000108053	成功
ENSG00000251642	ENSMUSG00000106205	成功
ENSG00000256298	ENSMUSG00000105857	成功
ENSG00000273998	ENSMUSG00000086504	成功
ENSG00000227373	ENSMUSG00000104302	成功
ENSG00000265205	ENSMUSG00000086380	成功
ENSG00000260579	ENSMUSG00000109110	成功
ENSG00000258920	ENSMUSG00000097917	成功
ENSG00000236648	ENSMUSG00000103107	成功
ENSG00000225785	ENSMUSG00000086658	成功
ENSG00000279690	ENSMUSG00000085865	成功
ENSG00000226510	ENSMUSG00000062132	成功
ENSG00000237721	ENSMUSG00000085329	成功
ENSG00000231249	ENSMUSG00000108219	成功
ENSG00000230563	ENSMUSG00000087377	成功
ENSG00000273133	ENSMUSG00000104701	成功
ENSG00000267659	ENSMUSG00000085734	成功
ENSG00000225767	ENSMUSG00000085256	成功
ENSG00000260081	ENSMUSG00000103141	成功
ENSG00000272298	ENSMUSG00000108563	成功
ENSG00000279608	ENSMUSG00000096327	成功
ENSG00000269653	ENSMUSG00000109168	成功
ENSG00000229750	ENSMUSG00000097377	成功
ENSG00000197989	ENSMUSG00000084869	成功
ENSG00000236581	ENSMUSG00000107387	成功
ENSG00000239462	ENSMUSG00000086827	成功
ENSG00000262296	ENSMUSG00000055134	成功
ENSG00000226899	ENSMUSG00000110282	成功
ENSG00000249697	ENSMUSG00000085204	成功
ENSG00000267198	ENSMUSG00000086794	成功
ENSG00000279266	ENSMUSG00000103834	成功
ENSG00000228251	ENSMUSG00000085485	成功
ENSG00000274629	ENSMUSG00000101722	成功
ENSG00000260177	ENSMUSG00000098109	成功
ENSG00000227838	ENSMUSG00000104833	成功
ENSG00000279156	ENSMUSG00000102791	成功
ENSG00000240288	ENSMUSG00000108137	成功
ENSG00000228352	ENSMUSG00000087054	成功
ENSG00000241084	ENSMUSG00000085491	成功
ENSG00000227045	ENSMUSG00000105391	成功
ENSG00000276026	ENSMUSG00000087033	成功
ENSG00000224592	ENSMUSG00000085263	成功
ENSG00000249906	ENSMUSG00000097176	成功
ENSG00000260902	ENSMUSG00000108199	成功
ENSG00000229206	ENSMUSG00000086109	成功
ENSG00000259906	ENSMUSG00000098708	成功
ENSG00000256085	ENSMUSG00000106015	成功
ENSG00000230454	ENSMUSG00000102300	成功
ENSG00000276851	ENSMUSG00000085992	成功
ENSG00000232581	ENSMUSG00000105609	成功
ENSG00000230798	ENSMUSG00000103097	成功
ENSG00000275389	ENSMUSG00000105604	成功
ENSG00000256948	ENSMUSG00000093739	成功
ENSG00000258676	ENSMUSG00000108725	成功
ENSG00000276278	ENSMUSG00000109485	成功
ENSG00000225329	ENSMUSG00000104866	成功
ENSG00000259180	ENSMUSG00000098573	成功
ENSG00000229543	ENSMUSG00000089887	成功
ENSG00000231951	ENSMUSG00000102237	成功
ENSG00000225914	ENSMUSG00000092415	成功
ENSG00000249771	ENSMUSG00000106785	成功
ENSG00000279742	ENSMUSG00000108872	成功
ENSG00000233590	ENSMUSG00000084985	成功
ENSG00000279945	ENSMUSG00000108385	成功
ENSG00000255571	ENSMUSG00000103663	成功
ENSG00000260608	ENSMUSG00000109428	成功
ENSG00000229722	ENSMUSG00000056716	成功
ENSG00000236305	ENSMUSG00000105851	成功
ENSG00000273133	ENSMUSG00000105831	成功
ENSG00000250032	ENSMUSG00000090199	成功
ENSG00000225924	ENSMUSG00000085211	成功
ENSG00000228650	ENSMUSG00000085634	成功
ENSG00000224322	ENSMUSG00000107463	成功
ENSG00000259839	ENSMUSG00000098257	成功
ENSG00000260619	ENSMUSG00000109552	成功
ENSG00000183643	ENSMUSG00000108473	成功
ENSG00000249341	ENSMUSG00000106726	成功
ENSG00000254317	ENSMUSG00000093695	成功
ENSG00000267547	ENSMUSG00000086327	成功
ENSG00000229807	ENSMUSG00000097953	成功
ENSG00000278390	ENSMUSG00000103655	成功
ENSG00000278934	ENSMUSG00000107696	成功
ENSG00000279276	ENSMUSG00000108341	成功
ENSG00000277589	ENSMUSG00000085044	成功
ENSG00000238195	ENSMUSG00000085271	成功
ENSG00000236345	ENSMUSG00000103783	成功
ENSG00000273186	ENSMUSG00000087268	成功
ENSG00000273890	ENSMUSG00000097353	成功
ENSG00000231791	ENSMUSG00000103744	成功
ENSG00000249241	ENSMUSG00000097092	成功
ENSG00000249464	ENSMUSG00000106441	成功
ENSG00000232536	ENSMUSG00000106061	成功
ENSG00000271937	ENSMUSG00000092042	成功
ENSG00000253593	ENSMUSG00000102069	成功
ENSG00000204666	ENSMUSG00000108734	成功
ENSG00000260581	ENSMUSG00000086460	成功
ENSG00000250057	ENSMUSG00000097772	成功
ENSG00000247624	ENSMUSG00000104846	成功
ENSG00000229522	ENSMUSG00000084840	成功
ENSG00000253426	ENSMUSG00000109688	成功
ENSG00000230402	ENSMUSG00000105992	成功
ENSG00000267049	ENSMUSG00000097674	成功
ENSG00000276916	ENSMUSG00000091443	成功
ENSG00000259731	ENSMUSG00000085681	成功
ENSG00000256577	ENSMUSG00000086527	成功
ENSG00000215039	ENSMUSG00000101191	成功
ENSG00000241336	ENSMUSG00000102883	成功
ENSG00000228939	ENSMUSG00000097892	成功
ENSG00000229839	ENSMUSG00000086256	成功
ENSG00000259862	ENSMUSG00000104727	成功
ENSG00000256609	ENSMUSG00000086715	成功
ENSG00000257025	ENSMUSG00000106235	成功
ENSG00000234244	ENSMUSG00000102673	成功
ENSG00000259199	ENSMUSG00000109458	成功
ENSG00000281706	ENSMUSG00000085393	成功
ENSG00000279227	ENSMUSG00000085857	成功
ENSG00000228798	ENSMUSG00000102267	成功
ENSG00000254835	ENSMUSG00000087111	成功
ENSG00000236355	ENSMUSG00000099474	成功
ENSG00000279347	ENSMUSG00000101568	成功
ENSG00000259676	ENSMUSG00000097441	成功
ENSG00000261421	ENSMUSG00000098854	成功
ENSG00000241666	ENSMUSG00000104474	成功
ENSG00000280333	ENSMUSG00000085359	成功
ENSG00000232533	ENSMUSG00000108033	成功
ENSG00000227907	ENSMUSG00000089853	成功
ENSG00000223765	ENSMUSG00000101227	成功
ENSG00000280744	ENSMUSG00000102700	成功
ENSG00000261161	ENSMUSG00000098211	成功
ENSG00000273002	ENSMUSG00000104333	成功
ENSG00000249173	ENSMUSG00000110035	成功
ENSG00000230730	ENSMUSG00000107036	成功
ENSG00000250670	ENSMUSG00000105952	成功
ENSG00000234884	ENSMUSG00000106541	成功
ENSG00000277873	ENSMUSG00000106714	成功
ENSG00000223643	ENSMUSG00000097620	成功
ENSG00000255857	ENSMUSG00000106887	成功
ENSG00000259418	ENSMUSG00000085633	成功
ENSG00000275025	ENSMUSG00000087630	成功
ENSG00000280064	ENSMUSG00000109674	成功
ENSG00000235834	ENSMUSG00000087146	成功
ENSG00000255671	ENSMUSG00000107915	成功
ENSG00000225280	ENSMUSG00000053545	成功
ENSG00000236780	ENSMUSG00000086468	成功
ENSG00000187904	ENSMUSG00000106797	成功
ENSG00000275965	ENSMUSG00000108725	成功
ENSG00000273828	ENSMUSG00000086630	成功
ENSG00000282975	ENSMUSG00000107622	成功
ENSG00000226944	ENSMUSG00000090057	成功
ENSG00000269246	ENSMUSG00000109455	成功
ENSG00000266521	ENSMUSG00000085595	成功
ENSG00000235576	ENSMUSG00000102431	成功
ENSG00000240350	ENSMUSG00000079053	成功
ENSG00000261449	ENSMUSG00000097042	成功
ENSG00000263253	ENSMUSG00000103258	成功
ENSG00000264273	ENSMUSG00000086310	成功
ENSG00000254900	ENSMUSG00000109107	成功
ENSG00000270093	ENSMUSG00000102575	成功
ENSG00000259395	ENSMUSG00000086197	成功
ENSG00000267580	ENSMUSG00000108753	成功
ENSG00000261024	ENSMUSG00000099622	成功
ENSG00000268047	ENSMUSG00000110279	成功
ENSG00000254975	ENSMUSG00000086477	成功
ENSG00000269621	ENSMUSG00000106061	成功
ENSG00000228939	ENSMUSG00000104391	成功
ENSG00000273481	ENSMUSG00000087660	成功
ENSG00000274895	ENSMUSG00000079045	成功
ENSG00000280173	ENSMUSG00000104945	成功
ENSG00000235010	ENSMUSG00000110303	成功
ENSG00000231428	ENSMUSG00000085573	成功
ENSG00000250592	ENSMUSG00000085430	成功
ENSG00000234117	ENSMUSG00000097274	成功
ENSG00000232023	ENSMUSG00000100580	成功
ENSG00000270068	ENSMUSG00000099609	成功
ENSG00000260949	ENSMUSG00000109996	成功
ENSG00000230074	ENSMUSG00000095348	成功
ENSG00000264750	ENSMUSG00000075431	成功
ENSG00000242407	ENSMUSG00000084844	成功
ENSG00000243368	ENSMUSG00000104897	成功
ENSG00000283083	ENSMUSG00000079528	成功
ENSG00000263218	ENSMUSG00000085501	成功
ENSG00000283033	ENSMUSG00000086910	成功
ENSG00000257048	ENSMUSG00000107042	成功
ENSG00000256092	ENSMUSG00000089842	成功
ENSG00000272575	ENSMUSG00000099025	成功
ENSG00000267378	ENSMUSG00000108507	成功
ENSG00000271989	ENSMUSG00000086740	成功
ENSG00000249614	ENSMUSG00000097031	成功
ENSG00000259359	ENSMUSG00000108869	成功
ENSG00000253374	ENSMUSG00000104092	成功
ENSG00000256884	ENSMUSG00000041512	成功
ENSG00000255477	ENSMUSG00000101186	成功
ENSG00000280364	ENSMUSG00000106378	成功
ENSG00000259434	ENSMUSG00000086328	成功
ENSG00000260574	ENSMUSG00000056031	成功
ENSG00000227373	ENSMUSG00000103739	成功
ENSG00000229957	ENSMUSG00000085274	成功
ENSG00000275995	ENSMUSG00000087088	成功
ENSG00000225938	ENSMUSG00000104803	成功
ENSG00000267729	ENSMUSG00000055045	成功
ENSG00000224616	ENSMUSG00000106005	成功
ENSG00000188693	ENSMUSG00000105130	成功
ENSG00000273118	ENSMUSG00000100354	成功
ENSG00000223823	ENSMUSG00000086549	成功
ENSG00000260510	ENSMUSG00000109379	成功
ENSG00000260167	ENSMUSG00000108483	成功
ENSG00000253720	ENSMUSG00000093695	成功
ENSG00000275248	ENSMUSG00000085573	成功
ENSG00000228204	ENSMUSG00000086584	成功
ENSG00000279670	ENSMUSG00000085147	成功
ENSG00000242861	ENSMUSG00000054135	成功
ENSG00000280381	ENSMUSG00000104818	成功
ENSG00000226812	ENSMUSG00000046840	成功
ENSG00000232837	ENSMUSG00000087282	成功
ENSG00000272128	ENSMUSG00000109640	成功
ENSG00000197665	ENSMUSG00000086636	成功
ENSG00000259390	ENSMUSG00000045339	成功
ENSG00000275763	ENSMUSG00000101773	成功
ENSG00000231346	ENSMUSG00000106093	成功
ENSG00000267073	ENSMUSG00000104429	成功
ENSG00000259957	ENSMUSG00000098295	成功
ENSG00000226968	ENSMUSG00000106764	成功
ENSG00000275888	ENSMUSG00000097062	成功
ENSG00000262265	ENSMUSG00000086222	成功
ENSG00000261573	ENSMUSG00000104118	成功
ENSG00000272186	ENSMUSG00000060380	成功
ENSG00000280396	ENSMUSG00000092201	成功
ENSG00000233277	ENSMUSG00000086152	成功
ENSG00000282740	ENSMUSG00000085395	成功
ENSG00000280196	ENSMUSG00000104581	成功
ENSG00000261526	ENSMUSG00000075558	成功
ENSG00000231858	ENSMUSG00000101724	成功
ENSG00000279149	ENSMUSG00000106733	成功
ENSG00000257048	ENSMUSG00000056771	成功
ENSG00000256658	ENSMUSG00000107477	成功
ENSG00000146521	ENSMUSG00000086292	成功
ENSG00000237568	ENSMUSG00000105826	成功
ENSG00000265908	ENSMUSG00000087295	成功
ENSG00000272545	ENSMUSG00000098854	成功
ENSG00000267123	ENSMUSG00000085419	成功
ENSG00000279600	ENSMUSG00000086588	成功
ENSG00000225785	ENSMUSG00000103662	成功
ENSG00000247708	ENSMUSG00000107129	成功
ENSG00000224577	ENSMUSG00000087504	成功
ENSG00000276691	ENSMUSG00000097150	成功
ENSG00000270540	ENSMUSG00000101028	成功
ENSG00000254438	ENSMUSG00000073862	成功
ENSG00000259855	ENSMUSG00000101968	成功
ENSG00000237457	ENSMUSG00000102403	成功
ENSG00000275476	ENSMUSG00000086777	成功
ENSG00000243550	ENSMUSG00000105003	成功
ENSG00000250538	ENSMUSG00000104898	成功
ENSG00000259551	ENSMUSG00000109110	成功
ENSG00000278035	ENSMUSG00000055494	成功
ENSG00000264108	ENSMUSG00000102951	成功
ENSG00000225905	ENSMUSG00000096221	成功
ENSG00000258210	ENSMUSG00000104916	成功
ENSG00000234854	ENSMUSG00000109067	成功
ENSG00000251442	ENSMUSG00000106357	成功
ENSG00000259782	ENSMUSG00000108688	成功
ENSG00000266979	ENSMUSG00000086283	成功
ENSG00000260619	ENSMUSG00000085080	成功
ENSG00000224658	ENSMUSG00000097597	成功
ENSG00000272219	ENSMUSG00000105349	成功
ENSG00000233431	ENSMUSG00000085823	成功
ENSG00000232712	ENSMUSG00000087618	成功
ENSG00000272815	ENSMUSG00000086910	成功
ENSG00000234921	ENSMUSG00000098383	成功
ENSG00000253143	ENSMUSG00000103085	成功
ENSG00000261592	ENSMUSG00000098109	成功
ENSG00000236753	ENSMUSG00000084973	成功
ENSG00000225213	ENSMUSG00000102691	成功
ENSG00000179219	ENSMUSG00000089742	成功
ENSG00000259621	ENSMUSG00000108871	成功
ENSG00000271755	ENSMUSG00000085827	成功
ENSG00000231210	ENSMUSG00000084772	成功
ENSG00000276417	ENSMUSG00000090192	成功
ENSG00000272576	ENSMUSG00000053656	成功
ENSG00000255345	ENSMUSG00000085443	成功
ENSG00000256654	ENSMUSG00000107623	成功
ENSG00000262769	ENSMUSG00000085170	成功
ENSG00000225756	ENSMUSG00000085008	成功
ENSG00000240875	ENSMUSG00000090120	成功
ENSG00000258580	ENSMUSG00000100315	成功
ENSG00000239569	ENSMUSG00000105254	成功
ENSG00000230020	ENSMUSG00000087571	成功
ENSG00000242753	ENSMUSG00000085759	成功
ENSG00000278866	ENSMUSG00000104825	成功
ENSG00000279344	ENSMUSG00000110233	成功
ENSG00000280227	ENSMUSG00000109863	成功
ENSG00000236094	ENSMUSG00000107388	成功
ENSG00000279460	ENSMUSG00000086279	成功
ENSG00000237373	ENSMUSG00000087282	成功
ENSG00000253855	ENSMUSG00000109839	成功
ENSG00000255276	ENSMUSG00000109618	成功
ENSG00000277228	ENSMUSG00000089733	成功
ENSG00000261095	ENSMUSG00000097783	成功
ENSG00000280038	ENSMUSG00000109302	成功
ENSG00000239946	ENSMUSG00000055370	成功
ENSG00000268560	ENSMUSG00000103283	成功
ENSG00000254645	ENSMUSG00000108683	成功
ENSG00000258631	ENSMUSG00000100138	成功
ENSG00000258810	ENSMUSG00000089761	成功
ENSG00000227880	ENSMUSG00000105376	成功
ENSG00000253371	ENSMUSG00000086227	成功
ENSG00000272248	ENSMUSG00000085962	成功
ENSG00000251151	ENSMUSG00000086903	成功
ENSG00000263787	ENSMUSG00000087117	成功
ENSG00000260296	ENSMUSG00000106696	成功
ENSG00000280217	ENSMUSG00000104681	成功
ENSG00000260608	ENSMUSG00000109243	成功
ENSG00000253944	ENSMUSG00000085672	成功
ENSG00000256742	ENSMUSG00000104951	成功
ENSG00000203864	ENSMUSG00000104693	成功
ENSG00000225613	ENSMUSG00000097934	成功
ENSG00000223646	ENSMUSG00000101894	成功
ENSG00000275636	ENSMUSG00000085889	成功
ENSG00000248664	ENSMUSG00000104450	成功
ENSG00000260465	ENSMUSG00000109909	成功
ENSG00000282740	ENSMUSG00000087045	成功
ENSG00000272173	ENSMUSG00000055818	成功
ENSG00000254837	ENSMUSG00000109186	成功
ENSG00000266535	ENSMUSG00000086971	成功
ENSG00000268895	ENSMUSG00000110119	成功
ENSG00000246985	ENSMUSG00000100550	成功
ENSG00000256643	ENSMUSG00000104778	成功
ENSG00000237346	ENSMUSG00000098107	成功
ENSG00000272128	ENSMUSG00000110127	成功
ENSG00000279394	ENSMUSG00000103336	成功
ENSG00000253100	ENSMUSG00000093472	成功
ENSG00000277459	ENSMUSG00000110161	成功
ENSG00000275216	ENSMUSG00000109503	成功
ENSG00000253376	ENSMUSG00000087099	成功
ENSG00000256494	ENSMUSG00000105673	成功
ENSG00000230285	ENSMUSG00000085773	成功
ENSG00000270117	ENSMUSG00000092267	成功
ENSG00000261096	ENSMUSG00000104121	成功
ENSG00000248736	ENSMUSG00000093587	成功
ENSG00000205865	ENSMUSG00000109638	成功
ENSG00000227210	ENSMUSG00000042976	成功
ENSG00000235026	ENSMUSG00000102940	成功
ENSG00000234548	ENSMUSG00000089874	成功
ENSG00000269289	ENSMUSG00000103283	成功
ENSG00000259037	ENSMUSG00000103898	成功
ENSG00000260466	ENSMUSG00000092418	成功
ENSG00000253773	ENSMUSG00000086080	成功
ENSG00000243818	ENSMUSG00000086585	成功
ENSG00000255120	ENSMUSG00000092267	成功
ENSG00000230229	ENSMUSG00000104183	成功
ENSG00000253921	ENSMUSG00000085531	成功
ENSG00000226622	ENSMUSG00000086256	成功
ENSG00000259759	ENSMUSG00000110068	成功
ENSG00000234476	ENSMUSG00000056699	成功
ENSG00000258210	ENSMUSG00000105430	成功
ENSG00000215765	ENSMUSG00000108505	成功
ENSG00000262983	ENSMUSG00000109337	成功
ENSG00000279409	ENSMUSG00000084802	成功
ENSG00000231949	ENSMUSG00000086262	成功
ENSG00000230452	ENSMUSG00000073242	成功
ENSG00000234070	ENSMUSG00000103503	成功
ENSG00000260267	ENSMUSG00000108354	成功
ENSG00000269935	ENSMUSG00000103904	成功
ENSG00000233542	ENSMUSG00000097728	成功
ENSG00000260937	ENSMUSG00000102797	成功
ENSG00000279253	ENSMUSG00000087616	成功
ENSG00000279848	ENSMUSG00000085271	成功
ENSG00000203392	ENSMUSG00000099543	成功
ENSG00000222043	ENSMUSG00000086813	成功
ENSG00000254885	ENSMUSG00000085751	成功
ENSG00000249815	ENSMUSG00000074237	成功
ENSG00000232316	ENSMUSG00000097742	成功
ENSG00000231227	ENSMUSG00000098383	成功
ENSG00000273238	ENSMUSG00000105590	成功
ENSG00000222032	ENSMUSG00000103061	成功
ENSG00000241231	ENSMUSG00000099437	成功
ENSG00000254041	ENSMUSG00000056332	成功
ENSG00000260305	ENSMUSG00000108603	成功
ENSG00000254975	ENSMUSG00000108988	成功
ENSG00000264932	ENSMUSG00000086841	成功
ENSG00000251054	ENSMUSG00000072761	成功
ENSG00000255311	ENSMUSG00000109044	成功
ENSG00000280405	ENSMUSG00000105271	成功
ENSG00000235575	ENSMUSG00000090081	成功
ENSG00000279948	ENSMUSG00000110181	成功
ENSG00000238007	ENSMUSG00000055045	成功
ENSG00000278200	ENSMUSG00000086750	成功
ENSG00000267924	ENSMUSG00000092103	成功
ENSG00000236364	ENSMUSG00000102909	成功
ENSG00000229283	ENSMUSG00000105272	成功
ENSG00000230698	ENSMUSG00000103466	成功
ENSG00000268981	ENSMUSG00000103283	成功
ENSG00000259561	ENSMUSG00000097699	成功
ENSG00000260420	ENSMUSG00000074052	成功
ENSG00000229261	ENSMUSG00000085347	成功
ENSG00000280377	ENSMUSG00000108389	成功
ENSG00000229283	ENSMUSG00000106093	成功
ENSG00000269892	ENSMUSG00000099609	成功
ENSG00000269652	ENSMUSG00000097017	成功
ENSG00000232306	ENSMUSG00000097285	成功
ENSG00000255539	ENSMUSG00000109009	成功
ENSG00000240498	ENSMUSG00000085183	成功
ENSG00000245112	ENSMUSG00000109980	成功
ENSG00000198468	ENSMUSG00000073478	成功
ENSG00000273133	ENSMUSG00000087281	成功
ENSG00000253320	ENSMUSG00000097645	成功
ENSG00000273102	ENSMUSG00000085637	成功
ENSG00000232828	ENSMUSG00000055188	成功
ENSG00000280408	ENSMUSG00000085088	成功
ENSG00000277559	ENSMUSG00000110274	成功
ENSG00000256197	ENSMUSG00000108220	成功
ENSG00000249727	ENSMUSG00000107061	成功
ENSG00000235731	ENSMUSG00000109434	成功
ENSG00000231393	ENSMUSG00000085351	成功
ENSG00000279572	ENSMUSG00000086859	成功
ENSG00000223626	ENSMUSG00000109986	成功
ENSG00000270777	ENSMUSG00000099683	成功
ENSG00000251523	ENSMUSG00000104724	成功
ENSG00000271983	ENSMUSG00000108878	成功
ENSG00000197989	ENSMUSG00000100813	成功
ENSG00000267014	ENSMUSG00000101153	成功
ENSG00000225969	ENSMUSG00000107005	成功
ENSG00000223784	ENSMUSG00000103253	成功
ENSG00000239322	ENSMUSG00000099354	成功
ENSG00000229122	ENSMUSG00000107201	成功
ENSG00000275120	ENSMUSG00000109485	成功
ENSG00000264456	ENSMUSG00000097335	成功
ENSG00000272729	ENSMUSG00000100209	成功
ENSG00000229876	ENSMUSG00000086650	成功
ENSG00000260167	ENSMUSG00000086502	成功
ENSG00000260436	ENSMUSG00000085185	成功
ENSG00000267461	ENSMUSG00000085734	成功
ENSG00000228350	ENSMUSG00000103754	成功
ENSG00000258108	ENSMUSG00000107371	成功
ENSG00000279801	ENSMUSG00000054418	成功
ENSG00000232192	ENSMUSG00000070489	成功
ENSG00000226969	ENSMUSG00000097728	成功
ENSG00000227029	ENSMUSG00000107785	成功
ENSG00000254325	ENSMUSG00000085394	成功
ENSG00000237993	ENSMUSG00000106296	成功
ENSG00000226115	ENSMUSG00000102522	成功
ENSG00000257004	ENSMUSG00000108239	成功
ENSG00000230190	ENSMUSG00000107414	成功
ENSG00000279481	ENSMUSG00000109583	成功
ENSG00000273369	ENSMUSG00000106673	成功
ENSG00000261817	ENSMUSG00000102299	成功
ENSG00000225181	ENSMUSG00000074763	成功
ENSG00000277151	ENSMUSG00000107048	成功
ENSG00000272795	ENSMUSG00000105278	成功
ENSG00000250456	ENSMUSG00000106760	成功
ENSG00000235051	ENSMUSG00000097373	成功
ENSG00000261504	ENSMUSG00000100945	成功
ENSG00000241317	ENSMUSG00000098609	成功
