人类基因	小鼠基因	人类转录本	小鼠转录本	提取状态
ENSG00000254409	ENSMUSG00000075020	ENST00000526408	ENSMUST00000129661	成功
ENSG00000177337	ENSMUSG00000097282	ENST00000317114	ENSMUST00000181546	成功
ENSG00000279549	ENSMUSG00000067577	ENST00000624057	ENSMUST00000186596	成功
ENSG00000157306	ENSMUSG00000097652	ENST00000556354	ENSMUST00000181782	成功
ENSG00000235560	ENSMUSG00000108806	ENST00000457283	ENSMUST00000206759	成功
ENSG00000238197	ENSMUSG00000097757	ENST00000440052	ENSMUST00000181232	成功
ENSG00000267024	ENSMUSG00000097660	ENST00000592220	ENSMUST00000180864	成功
ENSG00000279429	ENSMUSG00000085696	ENST00000623016	ENSMUST00000136806	成功
ENSG00000259307	ENSMUSG00000074918	ENST00000559520	ENSMUST00000149978	成功
ENSG00000249307	ENSMUSG00000104736	ENST00000437737	ENSMUST00000198559	成功
ENSG00000225884	ENSMUSG00000103424	ENST00000413304	ENSMUST00000194442	成功
ENSG00000264112	ENSMUSG00000087373	ENST00000577267	ENSMUST00000152627	成功
ENSG00000234072	ENSMUSG00000104299	ENST00000453289	ENSMUST00000191780	成功
ENSG00000223466	ENSMUSG00000103129	ENST00000452381	ENSMUST00000195118	成功
ENSG00000244479	ENSMUSG00000108190	ENST00000462305	ENSMUST00000203086	成功
ENSG00000267491	ENSMUSG00000085511	ENST00000591108	ENSMUST00000134069	成功
ENSG00000272582	ENSMUSG00000085802	ENST00000609976	ENSMUST00000135583	成功
ENSG00000283689	ENSMUSG00000110325	ENST00000637770	ENSMUST00000209754	成功
ENSG00000234912	ENSMUSG00000085104	ENST00000566583	ENSMUST00000139704	成功
ENSG00000235020	ENSMUSG00000103778	ENST00000601195	ENSMUST00000195431	成功
ENSG00000224405	ENSMUSG00000085971	ENST00000450264	ENSMUST00000202128	成功
ENSG00000215244	ENSMUSG00000103223	ENST00000399868	ENSMUST00000192432	成功
ENSG00000239381	ENSMUSG00000105284	ENST00000636224	ENSMUST00000196779	成功
ENSG00000227920	ENSMUSG00000099329	ENST00000414875	ENSMUST00000150388	成功
ENSG00000176754	ENSMUSG00000097014	ENST00000427799	ENSMUST00000180718	成功
ENSG00000270523	ENSMUSG00000109536	ENST00000605703	ENSMUST00000208498	成功
ENSG00000229649	ENSMUSG00000099440	ENST00000422661	ENSMUST00000189827	成功
ENSG00000264853	ENSMUSG00000087064	ENST00000578539	ENSMUST00000132264	成功
ENSG00000232184	ENSMUSG00000103646	ENST00000453572	ENSMUST00000195379	成功
ENSG00000278946	ENSMUSG00000103985	ENST00000625071	ENSMUST00000193015	成功
ENSG00000249346	ENSMUSG00000086898	ENST00000525746	ENSMUST00000143605	成功
ENSG00000226026	ENSMUSG00000106329	ENST00000421762	ENSMUST00000199790	成功
ENSG00000271996	ENSMUSG00000086813	ENST00000606200	ENSMUST00000135682	成功
ENSG00000226397	ENSMUSG00000107420	ENST00000623395	ENSMUST00000204561	成功
ENSG00000233038	ENSMUSG00000099907	ENST00000434059	ENSMUST00000190266	成功
ENSG00000261529	ENSMUSG00000108886	ENST00000565581	ENSMUST00000207667	成功
ENSG00000280455	ENSMUSG00000099890	ENST00000626943	ENSMUST00000185463	成功
ENSG00000237707	ENSMUSG00000102163	ENST00000415637	ENSMUST00000193985	成功
ENSG00000224687	ENSMUSG00000102618	ENST00000421505	ENSMUST00000195288	成功
ENSG00000272654	ENSMUSG00000105350	ENST00000608236	ENSMUST00000200437	成功
ENSG00000267992	ENSMUSG00000108930	ENST00000597303	ENSMUST00000207552	成功
ENSG00000259037	ENSMUSG00000103080	ENST00000556073	ENSMUST00000194990	成功
ENSG00000256073	ENSMUSG00000085279	ENST00000534991	ENSMUST00000123318	成功
ENSG00000237149	ENSMUSG00000090564	ENST00000491557	ENSMUST00000169054	成功
ENSG00000232044	ENSMUSG00000094002	ENST00000456327	ENSMUST00000183238	成功
ENSG00000281691	ENSMUSG00000102224	ENST00000630404	ENSMUST00000194140	成功
ENSG00000233706	ENSMUSG00000103636	ENST00000433837	ENSMUST00000195719	成功
ENSG00000253100	ENSMUSG00000093634	ENST00000517964	ENSMUST00000176934	成功
ENSG00000231882	ENSMUSG00000086770	ENST00000424635	ENSMUST00000153095	成功
ENSG00000224901	ENSMUSG00000102451	ENST00000440885	ENSMUST00000193968	成功
ENSG00000237062	ENSMUSG00000099421	ENST00000446206	ENSMUST00000190821	成功
ENSG00000250751	ENSMUSG00000101258	ENST00000512720	ENSMUST00000189860	成功
ENSG00000232956	ENSMUSG00000085156	ENST00000577700	ENSMUST00000134527	成功
ENSG00000279811	ENSMUSG00000097738	ENST00000624814	ENSMUST00000181345	成功
ENSG00000258891	ENSMUSG00000097762	ENST00000555916	ENSMUST00000180751	成功
ENSG00000233016	ENSMUSG00000087595	ENST00000447221	ENSMUST00000155199	成功
ENSG00000253552	ENSMUSG00000107463	ENST00000518088	ENSMUST00000205090	成功
ENSG00000249628	ENSMUSG00000108282	ENST00000515614	ENSMUST00000204314	成功
ENSG00000205015	ENSMUSG00000090174	ENST00000378340	ENSMUST00000162198	成功
ENSG00000260236	ENSMUSG00000105962	ENST00000568593	ENSMUST00000197902	成功
ENSG00000225439	ENSMUSG00000085782	ENST00000529783	ENSMUST00000204811	成功
ENSG00000243107	ENSMUSG00000104891	ENST00000414227	ENSMUST00000198718	成功
ENSG00000256806	ENSMUSG00000053574	ENST00000625754	ENSMUST00000066087	成功
ENSG00000260695	ENSMUSG00000109699	ENST00000568767	ENSMUST00000210549	成功
ENSG00000258001	ENSMUSG00000092384	ENST00000547552	ENSMUST00000174141	成功
ENSG00000241666	ENSMUSG00000103686	ENST00000451992	ENSMUST00000192469	成功
ENSG00000279044	ENSMUSG00000087026	ENST00000625100	ENSMUST00000156084	成功
ENSG00000251461	ENSMUSG00000086255	ENST00000504865	ENSMUST00000129261	成功
ENSG00000225807	ENSMUSG00000079163	ENST00000392471	ENSMUST00000126693	成功
ENSG00000243150	ENSMUSG00000103718	ENST00000475981	ENSMUST00000195865	成功
ENSG00000238018	ENSMUSG00000101872	ENST00000456363	ENSMUST00000186216	成功
ENSG00000180769	ENSMUSG00000106492	ENST00000451762	ENSMUST00000196325	成功
ENSG00000278949	ENSMUSG00000104720	ENST00000623177	ENSMUST00000199123	成功
ENSG00000251497	ENSMUSG00000103864	ENST00000506255	ENSMUST00000192265	成功
ENSG00000261798	ENSMUSG00000102997	ENST00000566366	ENSMUST00000192482	成功
ENSG00000253427	ENSMUSG00000097493	ENST00000520171	ENSMUST00000180730	成功
ENSG00000279982	ENSMUSG00000110037	ENST00000623138	ENSMUST00000209503	成功
ENSG00000262313	ENSMUSG00000109408	ENST00000576032	ENSMUST00000207446	成功
ENSG00000276241	ENSMUSG00000087211	ENST00000617914	ENSMUST00000134800	成功
ENSG00000257830	ENSMUSG00000097915	ENST00000549788	ENSMUST00000180639	成功
ENSG00000274307	ENSMUSG00000109393	ENST00000620538	ENSMUST00000207324	成功
ENSG00000214970	ENSMUSG00000085348	ENST00000577181	ENSMUST00000137662	成功
ENSG00000278291	ENSMUSG00000086486	ENST00000610494	ENSMUST00000149702	成功
ENSG00000132832	ENSMUSG00000087129	ENST00000415889	ENSMUST00000154065	成功
ENSG00000251179	ENSMUSG00000085051	ENST00000508851	ENSMUST00000126480	成功
ENSG00000213981	ENSMUSG00000104076	ENST00000428156	ENSMUST00000191917	成功
ENSG00000255434	ENSMUSG00000109460	ENST00000532553	ENSMUST00000129058	成功
ENSG00000250954	ENSMUSG00000106044	ENST00000505018	ENSMUST00000196492	成功
ENSG00000265688	ENSMUSG00000053613	ENST00000582106	ENSMUST00000151998	成功
ENSG00000279714	ENSMUSG00000086467	ENST00000623490	ENSMUST00000142914	成功
ENSG00000226822	ENSMUSG00000105139	ENST00000419428	ENSMUST00000196653	成功
ENSG00000177369	ENSMUSG00000085578	ENST00000502951	ENSMUST00000153795	成功
ENSG00000224743	ENSMUSG00000097191	ENST00000590721	ENSMUST00000180733	成功
ENSG00000234953	ENSMUSG00000105797	ENST00000443939	ENSMUST00000199768	成功
ENSG00000272323	ENSMUSG00000097058	ENST00000606401	ENSMUST00000180604	成功
ENSG00000249604	ENSMUSG00000097761	ENST00000512428	ENSMUST00000181438	成功
ENSG00000259518	ENSMUSG00000109383	ENST00000558082	ENSMUST00000209046	成功
ENSG00000279716	ENSMUSG00000097217	ENST00000624704	ENSMUST00000181112	成功
ENSG00000276308	ENSMUSG00000107364	ENST00000617627	ENSMUST00000201096	成功
ENSG00000269886	ENSMUSG00000085012	ENST00000602768	ENSMUST00000156734	成功
ENSG00000276707	ENSMUSG00000085235	ENST00000614759	ENSMUST00000135268	成功
ENSG00000278107	ENSMUSG00000097738	ENST00000622010	ENSMUST00000181345	成功
ENSG00000236022	ENSMUSG00000085748	ENST00000447506	ENSMUST00000155836	成功
ENSG00000224481	ENSMUSG00000105004	ENST00000452996	ENSMUST00000198613	成功
ENSG00000237863	ENSMUSG00000086426	ENST00000608811	ENSMUST00000139874	成功
ENSG00000268038	ENSMUSG00000044081	ENST00000598042	ENSMUST00000143812	成功
ENSG00000262185	ENSMUSG00000103937	ENST00000576810	ENSMUST00000195629	成功
ENSG00000256262	ENSMUSG00000105071	ENST00000478808	ENSMUST00000200487	成功
ENSG00000213599	ENSMUSG00000108327	ENST00000566712	ENSMUST00000206939	成功
ENSG00000258497	ENSMUSG00000097451	ENST00000555328	ENSMUST00000192864	成功
ENSG00000272870	ENSMUSG00000110419	ENST00000609900	ENSMUST00000211787	成功
ENSG00000226856	ENSMUSG00000097881	ENST00000414886	ENSMUST00000181433	成功
ENSG00000267257	ENSMUSG00000103194	ENST00000591360	ENSMUST00000195369	成功
ENSG00000257060	ENSMUSG00000108513	ENST00000543286	ENSMUST00000205509	成功
ENSG00000245869	ENSMUSG00000060380	ENST00000498872	ENSMUST00000080911	成功
ENSG00000259615	ENSMUSG00000108318	ENST00000560477	ENSMUST00000206746	成功
ENSG00000240207	ENSMUSG00000103703	ENST00000465477	ENSMUST00000195639	成功
ENSG00000280389	ENSMUSG00000086700	ENST00000623601	ENSMUST00000151096	成功
ENSG00000236687	ENSMUSG00000087667	ENST00000444708	ENSMUST00000177012	成功
ENSG00000225442	ENSMUSG00000086536	ENST00000428367	ENSMUST00000123949	成功
ENSG00000233290	ENSMUSG00000103566	ENST00000420549	ENSMUST00000192546	成功
ENSG00000259953	ENSMUSG00000086660	ENST00000568421	ENSMUST00000132140	成功
ENSG00000216863	ENSMUSG00000100760	ENST00000429345	ENSMUST00000190684	成功
ENSG00000279903	ENSMUSG00000084960	ENST00000623580	ENSMUST00000152188	成功
ENSG00000241098	ENSMUSG00000105651	ENST00000496220	ENSMUST00000198307	成功
ENSG00000224194	ENSMUSG00000091430	ENST00000431117	ENSMUST00000171380	成功
ENSG00000226519	ENSMUSG00000101009	ENST00000432331	ENSMUST00000191266	成功
ENSG00000262202	ENSMUSG00000086674	ENST00000573866	ENSMUST00000128292	成功
ENSG00000257298	ENSMUSG00000089671	ENST00000552061	ENSMUST00000161529	成功
ENSG00000261177	ENSMUSG00000097336	ENST00000563931	ENSMUST00000181530	成功
ENSG00000272849	ENSMUSG00000105881	ENST00000609067	ENSMUST00000195992	成功
ENSG00000254551	ENSMUSG00000109031	ENST00000531869	ENSMUST00000207187	成功
ENSG00000177788	ENSMUSG00000097203	ENST00000429227	ENSMUST00000181805	成功
ENSG00000254946	ENSMUSG00000108379	ENST00000527770	ENSMUST00000205913	成功
ENSG00000248360	ENSMUSG00000105087	ENST00000505089	ENSMUST00000196754	成功
ENSG00000250670	ENSMUSG00000097911	ENST00000508358	ENSMUST00000180471	成功
ENSG00000262319	ENSMUSG00000098292	ENST00000573168	ENSMUST00000175753	成功
ENSG00000257488	ENSMUSG00000097150	ENST00000550720	ENSMUST00000181802	成功
ENSG00000260271	ENSMUSG00000086150	ENST00000569865	ENSMUST00000126225	成功
ENSG00000229792	ENSMUSG00000108847	ENST00000439008	ENSMUST00000208333	成功
ENSG00000225484	ENSMUSG00000098609	ENST00000619625	ENSMUST00000184083	成功
ENSG00000279953	ENSMUSG00000029386	ENST00000623229	ENSMUST00000125191	成功
ENSG00000226835	ENSMUSG00000104676	ENST00000413103	ENSMUST00000196026	成功
ENSG00000242590	ENSMUSG00000103183	ENST00000418300	ENSMUST00000195694	成功
ENSG00000265971	ENSMUSG00000099681	ENST00000582741	ENSMUST00000190120	成功
ENSG00000229565	ENSMUSG00000106423	ENST00000442020	ENSMUST00000198883	成功
ENSG00000246223	ENSMUSG00000086060	ENST00000512901	ENSMUST00000148122	成功
ENSG00000232633	ENSMUSG00000097610	ENST00000416046	ENSMUST00000181094	成功
ENSG00000272356	ENSMUSG00000087177	ENST00000607434	ENSMUST00000129191	成功
ENSG00000234688	ENSMUSG00000092375	ENST00000430281	ENSMUST00000174277	成功
ENSG00000250170	ENSMUSG00000101365	ENST00000507770	ENSMUST00000186238	成功
ENSG00000283403	ENSMUSG00000102464	ENST00000592347	ENSMUST00000192013	成功
ENSG00000275852	ENSMUSG00000086537	ENST00000616333	ENSMUST00000143738	成功
ENSG00000258766	ENSMUSG00000097157	ENST00000553979	ENSMUST00000181874	成功
ENSG00000259940	ENSMUSG00000045928	ENST00000567108	ENSMUST00000206609	成功
ENSG00000258197	ENSMUSG00000086509	ENST00000549659	ENSMUST00000136998	成功
ENSG00000255079	ENSMUSG00000085852	ENST00000532748	ENSMUST00000137073	成功
ENSG00000261428	ENSMUSG00000099561	ENST00000568928	ENSMUST00000188113	成功
ENSG00000242407	ENSMUSG00000103376	ENST00000495536	ENSMUST00000194862	成功
ENSG00000258354	ENSMUSG00000099411	ENST00000548268	ENSMUST00000187920	成功
ENSG00000230676	ENSMUSG00000075416	ENST00000436510	ENSMUST00000131207	成功
ENSG00000246451	ENSMUSG00000090026	ENST00000498989	ENSMUST00000161925	成功
ENSG00000279946	ENSMUSG00000101778	ENST00000624347	ENSMUST00000191427	成功
ENSG00000231794	ENSMUSG00000106707	ENST00000412549	ENSMUST00000202329	成功
ENSG00000176320	ENSMUSG00000102893	ENST00000415019	ENSMUST00000192571	成功
ENSG00000248242	ENSMUSG00000104556	ENST00000515127	ENSMUST00000198002	成功
ENSG00000271384	ENSMUSG00000102282	ENST00000603533	ENSMUST00000195845	成功
ENSG00000267523	ENSMUSG00000086604	ENST00000585940	ENSMUST00000123644	成功
ENSG00000268996	ENSMUSG00000097872	ENST00000596585	ENSMUST00000181730	成功
ENSG00000233410	ENSMUSG00000098243	ENST00000427439	ENSMUST00000187561	成功
ENSG00000230417	ENSMUSG00000098609	ENST00000635545	ENSMUST00000184083	成功
ENSG00000266990	ENSMUSG00000091994	ENST00000588380	ENSMUST00000168521	成功
ENSG00000266901	ENSMUSG00000102260	ENST00000587315	ENSMUST00000191632	成功
ENSG00000268649	ENSMUSG00000086537	ENST00000596276	ENSMUST00000143738	成功
ENSG00000258647	ENSMUSG00000108448	ENST00000557075	ENSMUST00000206521	成功
ENSG00000197665	ENSMUSG00000042549	ENST00000399083	ENSMUST00000123544	成功
ENSG00000258559	ENSMUSG00000079645	ENST00000554532	ENSMUST00000116345	成功
ENSG00000256659	ENSMUSG00000105575	ENST00000541258	ENSMUST00000196673	成功
ENSG00000279771	ENSMUSG00000109844	ENST00000623333	ENSMUST00000209906	成功
ENSG00000247828	ENSMUSG00000097292	ENST00000513011	ENSMUST00000185973	成功
ENSG00000245261	ENSMUSG00000097390	ENST00000500590	ENSMUST00000181775	成功
ENSG00000261520	ENSMUSG00000097282	ENST00000565811	ENSMUST00000181546	成功
ENSG00000235180	ENSMUSG00000108478	ENST00000456514	ENSMUST00000206856	成功
ENSG00000267469	ENSMUSG00000090034	ENST00000592758	ENSMUST00000162771	成功
ENSG00000247137	ENSMUSG00000109257	ENST00000500634	ENSMUST00000207434	成功
ENSG00000227543	ENSMUSG00000087295	ENST00000424210	ENSMUST00000147795	成功
ENSG00000226746	ENSMUSG00000051008	ENST00000543475	ENSMUST00000130746	成功
ENSG00000280254	ENSMUSG00000087116	ENST00000623798	ENSMUST00000130837	成功
ENSG00000256747	ENSMUSG00000107969	ENST00000545904	ENSMUST00000205056	成功
ENSG00000243008	ENSMUSG00000090038	ENST00000453498	ENSMUST00000162231	成功
ENSG00000271763	ENSMUSG00000074067	ENST00000607766	ENSMUST00000098372	成功
ENSG00000229956	ENSMUSG00000106632	ENST00000627516	ENSMUST00000199819	成功
ENSG00000232386	ENSMUSG00000109249	ENST00000558427	ENSMUST00000209012	成功
ENSG00000229750	ENSMUSG00000086544	ENST00000449168	ENSMUST00000149231	成功
ENSG00000228426	ENSMUSG00000042087	ENST00000418426	ENSMUST00000035534	成功
ENSG00000264985	ENSMUSG00000086760	ENST00000583712	ENSMUST00000129365	成功
ENSG00000224514	ENSMUSG00000108804	ENST00000419618	ENSMUST00000206086	成功
ENSG00000261643	ENSMUSG00000107040	ENST00000564650	ENSMUST00000202914	成功
ENSG00000204283	ENSMUSG00000086050	ENST00000374983	ENSMUST00000123882	成功
ENSG00000204044	ENSMUSG00000086820	ENST00000535913	ENSMUST00000127942	成功
ENSG00000267363	ENSMUSG00000063623	ENST00000589968	ENSMUST00000077142	成功
ENSG00000234181	ENSMUSG00000097681	ENST00000431804	ENSMUST00000180854	成功
ENSG00000279572	ENSMUSG00000054418	ENST00000623348	ENSMUST00000155384	成功
ENSG00000261439	ENSMUSG00000097520	ENST00000567381	ENSMUST00000181864	成功
ENSG00000236920	ENSMUSG00000087098	ENST00000418652	ENSMUST00000131639	成功
ENSG00000255389	ENSMUSG00000087177	ENST00000531702	ENSMUST00000129191	成功
ENSG00000280162	ENSMUSG00000087035	ENST00000624378	ENSMUST00000137422	成功
ENSG00000171889	ENSMUSG00000096987	ENST00000304425	ENSMUST00000180666	成功
ENSG00000237341	ENSMUSG00000087644	ENST00000433499	ENSMUST00000145894	成功
ENSG00000236144	ENSMUSG00000108546	ENST00000589137	ENSMUST00000206970	成功
ENSG00000226180	ENSMUSG00000097969	ENST00000538868	ENSMUST00000183009	成功
ENSG00000225762	ENSMUSG00000085870	ENST00000420876	ENSMUST00000146346	成功
ENSG00000247157	ENSMUSG00000108214	ENST00000499291	ENSMUST00000204995	成功
ENSG00000204277	ENSMUSG00000087486	ENST00000374945	ENSMUST00000155505	成功
ENSG00000224738	ENSMUSG00000085310	ENST00000451775	ENSMUST00000155828	成功
ENSG00000279202	ENSMUSG00000108522	ENST00000624179	ENSMUST00000206841	成功
ENSG00000253311	ENSMUSG00000087172	ENST00000522627	ENSMUST00000148504	成功
ENSG00000253853	ENSMUSG00000109839	ENST00000520024	ENSMUST00000209975	成功
ENSG00000265788	ENSMUSG00000085941	ENST00000583179	ENSMUST00000143473	成功
ENSG00000276740	ENSMUSG00000109385	ENST00000615941	ENSMUST00000208080	成功
ENSG00000248455	ENSMUSG00000103315	ENST00000505844	ENSMUST00000195357	成功
ENSG00000224699	ENSMUSG00000098108	ENST00000630298	ENSMUST00000182414	成功
ENSG00000273007	ENSMUSG00000104605	ENST00000609680	ENSMUST00000195887	成功
ENSG00000258742	ENSMUSG00000095174	ENST00000557689	ENSMUST00000178938	成功
ENSG00000223813	ENSMUSG00000087670	ENST00000450540	ENSMUST00000138767	成功
ENSG00000203497	ENSMUSG00000089679	ENST00000420367	ENSMUST00000162724	成功
ENSG00000179818	ENSMUSG00000101210	ENST00000439670	ENSMUST00000190728	成功
ENSG00000257052	ENSMUSG00000075010	ENST00000544421	ENSMUST00000099676	成功
ENSG00000228801	ENSMUSG00000103329	ENST00000521612	ENSMUST00000195780	成功
ENSG00000224592	ENSMUSG00000098760	ENST00000432922	ENSMUST00000184062	成功
ENSG00000255097	ENSMUSG00000101585	ENST00000528520	ENSMUST00000188662	成功
ENSG00000229915	ENSMUSG00000100980	ENST00000447880	ENSMUST00000187564	成功
ENSG00000254528	ENSMUSG00000085831	ENST00000581173	ENSMUST00000131342	成功
ENSG00000274629	ENSMUSG00000101257	ENST00000622296	ENSMUST00000191452	成功
ENSG00000275056	ENSMUSG00000097397	ENST00000614098	ENSMUST00000181498	成功
ENSG00000235066	ENSMUSG00000085857	ENST00000628427	ENSMUST00000152863	成功
ENSG00000254154	ENSMUSG00000102618	ENST00000464428	ENSMUST00000195288	成功
ENSG00000273507	ENSMUSG00000104968	ENST00000614005	ENSMUST00000197765	成功
ENSG00000256146	ENSMUSG00000107623	ENST00000544842	ENSMUST00000204181	成功
ENSG00000254980	ENSMUSG00000044694	ENST00000530283	ENSMUST00000186025	成功
ENSG00000232593	ENSMUSG00000087403	ENST00000604062	ENSMUST00000135115	成功
ENSG00000279425	ENSMUSG00000092103	ENST00000623742	ENSMUST00000165145	成功
ENSG00000253591	ENSMUSG00000087328	ENST00000523591	ENSMUST00000125068	成功
ENSG00000236432	ENSMUSG00000100786	ENST00000439598	ENSMUST00000187929	成功
ENSG00000275322	ENSMUSG00000108869	ENST00000617440	ENSMUST00000207723	成功
ENSG00000261357	ENSMUSG00000108856	ENST00000565802	ENSMUST00000208337	成功
ENSG00000227946	ENSMUSG00000101599	ENST00000420509	ENSMUST00000185480	成功
ENSG00000255931	ENSMUSG00000097862	ENST00000534856	ENSMUST00000181743	成功
ENSG00000251446	ENSMUSG00000084949	ENST00000512245	ENSMUST00000124055	成功
ENSG00000226856	ENSMUSG00000101700	ENST00000449075	ENSMUST00000191007	成功
ENSG00000264608	ENSMUSG00000085747	ENST00000582858	ENSMUST00000149865	成功
ENSG00000267272	ENSMUSG00000104903	ENST00000590653	ENSMUST00000196451	成功
ENSG00000227373	ENSMUSG00000053332	ENST00000430592	ENSMUST00000161005	成功
ENSG00000228242	ENSMUSG00000108526	ENST00000428681	ENSMUST00000206938	成功
ENSG00000230177	ENSMUSG00000087177	ENST00000444259	ENSMUST00000129191	成功
ENSG00000280245	ENSMUSG00000086703	ENST00000623428	ENSMUST00000137411	成功
ENSG00000262810	ENSMUSG00000085359	ENST00000571815	ENSMUST00000125962	成功
ENSG00000243197	ENSMUSG00000101463	ENST00000609361	ENSMUST00000186327	成功
ENSG00000234481	ENSMUSG00000085562	ENST00000451375	ENSMUST00000156350	成功
ENSG00000203506	ENSMUSG00000079669	ENST00000629416	ENSMUST00000172075	成功
ENSG00000255856	ENSMUSG00000097213	ENST00000538710	ENSMUST00000181022	成功
ENSG00000254863	ENSMUSG00000095385	ENST00000524708	ENSMUST00000210802	成功
ENSG00000234306	ENSMUSG00000099424	ENST00000455871	ENSMUST00000187783	成功
ENSG00000197182	ENSMUSG00000097209	ENST00000443490	ENSMUST00000180441	成功
ENSG00000230525	ENSMUSG00000085675	ENST00000426260	ENSMUST00000143311	成功
ENSG00000254401	ENSMUSG00000109808	ENST00000525758	ENSMUST00000211799	成功
ENSG00000225969	ENSMUSG00000085042	ENST00000427153	ENSMUST00000136022	成功
ENSG00000233968	ENSMUSG00000103356	ENST00000423551	ENSMUST00000192668	成功
ENSG00000225279	ENSMUSG00000085184	ENST00000435580	ENSMUST00000132370	成功
ENSG00000279192	ENSMUSG00000109122	ENST00000624480	ENSMUST00000207198	成功
ENSG00000262877	ENSMUSG00000043993	ENST00000571724	ENSMUST00000139014	成功
ENSG00000272368	ENSMUSG00000096111	ENST00000548468	ENSMUST00000177831	成功
ENSG00000237371	ENSMUSG00000010492	ENST00000455524	ENSMUST00000122831	成功
ENSG00000269813	ENSMUSG00000108955	ENST00000595107	ENSMUST00000207266	成功
ENSG00000225783	ENSMUSG00000097767	ENST00000452429	ENSMUST00000182509	成功
ENSG00000268804	ENSMUSG00000097336	ENST00000598933	ENSMUST00000181530	成功
ENSG00000254226	ENSMUSG00000086020	ENST00000524295	ENSMUST00000134285	成功
ENSG00000255248	ENSMUSG00000100158	ENST00000531381	ENSMUST00000185538	成功
ENSG00000268987	ENSMUSG00000108579	ENST00000598988	ENSMUST00000206036	成功
ENSG00000225785	ENSMUSG00000096972	ENST00000414598	ENSMUST00000181446	成功
ENSG00000269172	ENSMUSG00000108905	ENST00000599484	ENSMUST00000208431	成功
ENSG00000253406	ENSMUSG00000098702	ENST00000523176	ENSMUST00000184530	成功
ENSG00000236885	ENSMUSG00000085014	ENST00000447078	ENSMUST00000143870	成功
ENSG00000258162	ENSMUSG00000097869	ENST00000546936	ENSMUST00000181196	成功
ENSG00000263717	ENSMUSG00000086507	ENST00000583156	ENSMUST00000140556	成功
ENSG00000279443	ENSMUSG00000086997	ENST00000624273	ENSMUST00000131733	成功
ENSG00000233184	ENSMUSG00000054426	ENST00000451213	ENSMUST00000185681	成功
ENSG00000234636	ENSMUSG00000087424	ENST00000456333	ENSMUST00000127521	成功
ENSG00000267719	ENSMUSG00000097294	ENST00000592718	ENSMUST00000181119	成功
ENSG00000249275	ENSMUSG00000102379	ENST00000507296	ENSMUST00000193516	成功
ENSG00000224609	ENSMUSG00000085377	ENST00000625069	ENSMUST00000156086	成功
ENSG00000249700	ENSMUSG00000106815	ENST00000433175	ENSMUST00000202348	成功
ENSG00000203709	ENSMUSG00000104010	ENST00000608023	ENSMUST00000194487	成功
ENSG00000247556	ENSMUSG00000085438	ENST00000500949	ENSMUST00000153581	成功
ENSG00000237271	ENSMUSG00000100893	ENST00000419860	ENSMUST00000186533	成功
ENSG00000280409	ENSMUSG00000101179	ENST00000622953	ENSMUST00000186697	成功
ENSG00000273387	ENSMUSG00000087111	ENST00000609017	ENSMUST00000131021	成功
ENSG00000234431	ENSMUSG00000102719	ENST00000434645	ENSMUST00000194726	成功
ENSG00000249131	ENSMUSG00000100320	ENST00000515306	ENSMUST00000188160	成功
ENSG00000226251	ENSMUSG00000102777	ENST00000431307	ENSMUST00000195344	成功
ENSG00000259244	ENSMUSG00000109194	ENST00000560239	ENSMUST00000207526	成功
ENSG00000227914	ENSMUSG00000101089	ENST00000421645	ENSMUST00000186768	成功
ENSG00000261803	ENSMUSG00000110304	ENST00000566649	ENSMUST00000210339	成功
ENSG00000277235	ENSMUSG00000085546	ENST00000619647	ENSMUST00000131801	成功
ENSG00000261268	ENSMUSG00000102466	ENST00000561977	ENSMUST00000192083	成功
ENSG00000248551	ENSMUSG00000110047	ENST00000502661	ENSMUST00000209781	成功
ENSG00000228962	ENSMUSG00000092550	ENST00000426643	ENSMUST00000173770	成功
ENSG00000131484	ENSMUSG00000085733	ENST00000588189	ENSMUST00000130556	成功
ENSG00000255928	ENSMUSG00000099137	ENST00000538624	ENSMUST00000183512	成功
ENSG00000260647	ENSMUSG00000109829	ENST00000566532	ENSMUST00000210265	成功
ENSG00000237057	ENSMUSG00000085762	ENST00000418821	ENSMUST00000128647	成功
ENSG00000251141	ENSMUSG00000100727	ENST00000514597	ENSMUST00000185602	成功
ENSG00000279093	ENSMUSG00000092274	ENST00000625165	ENSMUST00000173672	成功
ENSG00000247381	ENSMUSG00000092570	ENST00000499662	ENSMUST00000174285	成功
ENSG00000228784	ENSMUSG00000099360	ENST00000433669	ENSMUST00000188935	成功
ENSG00000230939	ENSMUSG00000103605	ENST00000429060	ENSMUST00000195312	成功
ENSG00000260834	ENSMUSG00000110269	ENST00000567058	ENSMUST00000210042	成功
ENSG00000227610	ENSMUSG00000086441	ENST00000415252	ENSMUST00000130153	成功
ENSG00000261334	ENSMUSG00000087268	ENST00000565882	ENSMUST00000147959	成功
ENSG00000277182	ENSMUSG00000085145	ENST00000610658	ENSMUST00000137598	成功
ENSG00000196295	ENSMUSG00000107766	ENST00000355837	ENSMUST00000204173	成功
ENSG00000257378	ENSMUSG00000089671	ENST00000552806	ENSMUST00000161529	成功
ENSG00000273348	ENSMUSG00000097222	ENST00000608890	ENSMUST00000180789	成功
ENSG00000234308	ENSMUSG00000101156	ENST00000453965	ENSMUST00000187100	成功
